time,bits/s
1574443980.489049,307081124.9799116
1574443980.58913,338127361.7449581
1574443980.689224,380192495.7351842
1574443980.789355,380059332.928332
1574443980.88945,380575896.5800019
1574443980.990582,361814165.9637074
1574443981.092308,364485160.2182372
1574443981.193998,364800131.6640075
1574443981.295762,368427929.20371574
1574443981.396297,383870452.9857336
1574443981.496363,381148926.53485537
1574443981.596435,381138024.3914657
1574443981.697463,385663377.56085306
1574443981.797568,381663410.9455802
1574443981.897637,381689523.9325377
1574443981.997722,382133880.54968995
1574443982.097793,381708896.8838633
1574443982.197852,380380833.019186
1574443982.297925,380083936.7340541
1574443982.398004,380583152.00183016
1574443982.498332,359191184.1259315
1574443982.600416,372237943.93794304
1574443982.701656,386445712.4973488
1574443982.801756,381012694.55446076
1574443982.903477,368557514.6820988
1574443983.003568,380802923.60424644
1574443983.105773,372111587.5640543
1574443983.207078,386850108.53715146
1574443983.307157,382377324.1203998
1574443983.40725,382115666.4381962
1574443983.507348,360650195.8156858
1574443983.607445,380945937.8083243
1574443983.709145,369280420.0328413
1574443983.810034,386738557.7546621
1574443983.910133,382150274.73472464
1574443984.010234,381393642.43809813
1574443984.110772,361103125.48408926
1574443984.212779,368293792.296916
1574443984.314989,371841360.76046795
1574443984.417034,368822859.84666497
1574443984.519295,371768205.8989379
1574443984.619401,384724800.9038915
1574443984.720971,366207634.121478
1574443984.82107,380561386.5662161
1574443984.923258,371595693.74995273
1574443985.024351,386951823.92543215
1574443985.124494,380924649.7119252
1574443985.226614,372257118.63958293
1574443985.327674,386829318.8112298
1574443985.428359,384279356.9750263
1574443985.529322,386810303.5098346
1574443985.629864,383719670.66175747
1574443985.729925,380473078.7888381
1574443985.83002,380567734.5611023
1574443985.930094,379848697.92748386
1574443986.032166,373128081.833236
1574443986.13222,380268630.67191774
1574443986.232325,378226003.9604459
1574443986.333515,364033718.6337452
1574443986.433611,380721618.22459584
1574443986.534907,365138904.3453735
1574443986.634979,381322915.0409746
1574443986.735041,382144680.09065354
1574443986.836301,367500161.6122
1574443986.93638,381671597.6144201
1574443987.03645,382059968.75420463
1574443987.137295,385114390.0407457
1574443987.237354,379793541.7826886
1574443987.338616,366463202.3345103
1574443987.438694,384635311.6214214
1574443987.538778,380547171.26998836
1574443987.638873,381192959.28129303
1574443987.738927,380268630.67191774
1574443987.839041,380066577.4836439
1574443987.939131,381675236.2466389
1574443988.039794,383558017.9035386
1574443988.139854,381217987.92917275
1574443988.239941,379643324.5764983
1574443988.340074,381791272.50092447
1574443988.441072,364556903.0012163
1574443988.541175,380752469.91195333
1574443988.642957,373607272.32784075
1574443988.743052,671433434.2739924
1574443988.843147,922242111.7866275
1574443988.94321,921146823.5491467
1574443989.043318,921527626.0366797
1574443989.143423,921562153.951233
1574443989.243481,921123224.2602093
1574443989.343556,922050761.8164899
1574443989.443664,922306641.9250748
1574443989.543713,920216285.8538902
1574443989.643777,920773012.2483617
1574443989.743873,920234261.609633
1574443989.843984,920685919.8230351
1574443989.944103,921203856.169198
1574443990.044167,922296267.2539661
1574443990.144278,919991324.6364466
1574443990.244378,920245226.2821302
1574443990.344445,920877856.8810363
1574443990.444567,919272956.809585
1574443990.544639,916653741.4337438
1574443990.644748,914947541.4109141
1574443990.744827,918316501.758917
1574443990.844912,917046962.4934317
1574443990.944983,915371079.4201771
1574443991.045062,917997536.915262
1574443991.145141,918993795.9918679
1574443991.245205,920539176.871929
1574443991.345297,918748801.683761
1574443991.445369,920286047.7985214
1574443991.545449,919749597.6826582
1574443991.645546,919640011.8395607
1574443991.745624,922308754.48516
1574443991.845733,922132235.5125061
1574443991.945795,921983964.7622159
1574443992.045872,923932293.0697932
1574443992.145924,924126132.259091
1574443992.246019,922714054.7601134
1574443992.346123,924356151.3966573
1574443992.446199,923990840.7987893
1574443992.546259,923417072.8100116
1574443992.646337,922007476.1908185
1574443992.746402,921870335.2969514
1574443992.846514,921852364.3101966
1574443992.946589,922420885.5457568
1574443993.046705,922755075.6504064
1574443993.146796,924126466.8775563
1574443993.246901,923524570.3057679
1574443993.346993,924132140.0428402
1574443993.447084,924115453.8607736
1574443993.547196,924509378.2243563
1574443993.647282,923241011.9748516
1574443993.747363,922236213.6188554
1574443993.847424,922198031.4472079
